identifier,formula_published,cas,gwp100,lifetime_years,log10_gwp100,source,source_table_ref,raw_smiles,via,canonical_smiles,isomeric_smiles,inchikey,rdkit_formula,rdkit_mw,cluster_id,log10_lifetime
HFO-1438mzz(E),C5H2F8,888509-71-1,0.42,0.025,-0.3767507096020995,Tokuhashi_2018,JPCA_122_1_157,FC(F)(F)/C(=C/C(F)(F)F)C(F)(F)F,rescue_v2,FC(F)(F)C=C(C(F)(F)F)C(F)(F)F,FC(F)(F)C=C(C(F)(F)F)C(F)(F)F,ZBKIRWGFFLBFDX-UHFFFAOYSA-N,C5HF9,231.993454012,28,-1.6020599913279623
Octafluorocyclopentene,cyc(‐CF2CF2CFCF2CF2‐),559-40-0,82.0,1.1,1.9138138523837167,Hodnebrog_2020,RoG_2020_Table_5,C1(=C(C(C(C1(F)F)(F)F)(F)F)F)F,pubchem_cas,FC1=C(F)C(F)(F)C(F)(F)C1(F)F,FC1=C(F)C(F)(F)C(F)(F)C1(F)F,YBMDPYAEZDJWNY-UHFFFAOYSA-N,C5F8,211.98722576,26,0.04139268515822508
"Hexafluorobuta-1,3-diene",CF2=CFCF=CF2,685-63-2,0.5,0.0030116358658453,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(=C(F)F)(C(=C(F)F)F)F,pubchem_cas,FC(F)=C(F)C(F)=C(F)F,FC(F)=C(F)C(F)=C(F)F,LGPPATCNSOSOQH-UHFFFAOYSA-N,C4F6,161.99041932,204,-2.521197539448111
HFC-365mfc,CH3CF2CH2CF3,406-58-6,959.0,8.9,2.981818607170664,Hodnebrog_2020,RoG_2020_Table_3,CC(CC(F)(F)F)(F)F,pubchem_cas,CC(F)(F)CC(F)(F)F,CC(F)(F)CC(F)(F)F,WZLFPVPRZGTCKP-UHFFFAOYSA-N,C4H5F5,148.03114126,203,0.9493900066449128
Hexafluorocyclobutene,cyc(‐CF=CFCF2CF2‐),697-11-0,132.0,1.0,2.12057393120585,Hodnebrog_2020,RoG_2020_Table_5,C1(=C(C(C1(F)F)(F)F)F)F,pubchem_cas,FC1=C(F)C(F)(F)C1(F)F,FC1=C(F)C(F)(F)C1(F)F,QVHWOZCZUNPZPW-UHFFFAOYSA-N,C4F6,161.99041932,26,0.0
Nitrogen trifluoride,NF3,7783-54-2,18500.0,569.0,4.267171728403014,Hodnebrog_2020,RoG_2020_Table_3,FN(F)F,override_by_cas,FN(F)F,FN(F)F,GVGCUCJTUSOZKP-UHFFFAOYSA-N,F3N,70.99828366,199,2.7551122663950713
Sulfur hexafluoride,SF6,2551-62-4,26700.0,320.0,4.426511261364575,Hodnebrog_2020,RoG_2020_Table_3,FS(F)(F)(F)(F)F,override_by_cas,FS(F)(F)(F)(F)F,FS(F)(F)(F)(F)F,SFZCNBIFKDRMGX-UHFFFAOYSA-N,F6S,145.96249032,198,2.505149978319906
Sulfuryl fluoride,SO2F2,2699-79-8,4880.0,36.0,3.6884198220027113,Hodnebrog_2020,RoG_2020_Table_3,FS(F)(=O)=O,override_by_cas,O=S(=O)(F)F,O=S(=O)(F)F,OBTWBSRJZRCYQV-UHFFFAOYSA-N,F2O2S,101.95870668,197,1.5563025007672873
"1,1,2,2,3,3-hexafluorocyclopentane",cyc(‐CF2CF2CF2CH2CH2‐),123768-18-3,126.0,1.6,2.100370545117563,Hodnebrog_2020,RoG_2020_Table_5,C1CC(C(C1(F)F)(F)F)(F)F,pubchem_cas,FC1(F)CCC(F)(F)C1(F)F,FC1(F)CCC(F)(F)C1(F)F,MITPAYPSRYWXNR-UHFFFAOYSA-N,C5H4F6,178.021719448,168,0.2041199826559248
Methyl iodide,CH3I,74-88-4,5.0,0.02,0.6989700043360189,Hodnebrog_2020,RoG_2020_T2,CI,override_by_cas,CI,CI,INQOMBQAUSQDDS-UHFFFAOYSA-N,CH3I,141.927948096,107,-1.6989700043360187
HFC-272ca,C3H6F2,420-45-1,144.0,1.4,2.1583624920952498,Hodnebrog_2020,RoG_2020_T2,CC(C)(F)F,pubchem_cas,CC(C)(F)F,CC(C)(F)F,YZXSQDNPKVBDOG-UHFFFAOYSA-N,C3H6F2,80.043756632,21,0.146128035678238
"3,3,4,4,5,5,6,6,7,7,7-Undecafluoroheptan-1-ol",CF3(CF2)4CH2CH2OH,,0.5,0.0465434633812457,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_name,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NPOAVCPGPRUNOX-UHFFFAOYSA-N,C7H5F11O,314.01647520000006,10,-1.3321413032280607
"2,2,3,3,4,4,5,5-Octafluorocyclopentanol",cyc(−(CF2)4CH(OH)‐),,14.0,0.3,1.146128035678238,Hodnebrog_2020,RoG_2020_Table_5,C1(C(C(C(C1(F)F)(F)F)(F)F)(F)F)O,pubchem_name,OC1C(F)(F)C(F)(F)C(F)(F)C1(F)F,OC1C(F)(F)C(F)(F)C(F)(F)C1(F)F,SAPVKPVRTJLBTP-UHFFFAOYSA-N,C5H2F8O,229.997790444,71,-0.5228787452803376
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Nonadecafluoroundecan-1-ol",CF3(CF2)8CH2CH2OH,,0.5,0.0465434633812457,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(CO)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_name,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HHWOBBVYBVGMFY-UHFFFAOYSA-N,C11H5F19O,514.0037009600001,10,-1.3321413032280607
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-1-ol",CF3(CF2)6CH2CH2OH,,0.5,0.0465434633812457,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(CO)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_name,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WOBDSRMWHWAQFO-UHFFFAOYSA-N,C9H5F15O,414.01008808000006,10,-1.3321413032280607
Decamethyl-tetrasiloxane,C10H30O3Si4,,0.176,0.014,-0.7544873321858502,IPCC_AR6,Table_7.SM.7_p27,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,rescue_v2,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,C10H30O3Si4,310.12720094,8,-1.853871964321762
Octamethyltri-siloxane,C8H24O2Si3,,0.325,0.019,-0.4881166390211256,IPCC_AR6,Table_7.SM.7_p27,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,rescue_v2,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,CXQXSVUQTKDNFP-UHFFFAOYSA-N,C8H24O2Si3,236.108409598,8,-1.7212463990471711
Dodecamethyl-pentasiloxane,C12H36O4Si5,,0.122,0.011,-0.9136401693252518,IPCC_AR6,Table_7.SM.7_p27,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,rescue_v2,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,FBZANXDWQAVSTQ-UHFFFAOYSA-N,C12H36O4Si5,384.145992282,8,-1.958607314841775
(z)-hex-2-en-1-ol,CH3CH2CH2CH=CHCH2OH,,0.003,0.0,-2.5228787452803374,IPCC_AR6,Table_7.SM.7_p27,CCC/C=C\CO,pubchem_name,CCCC=CCO,CCC/C=C\CO,ZCHHRLHTBGRGOT-PLNGDYQASA-N,C6H12O,100.088815004,39,-6.0
HFE-7500,n-C3F7CFOC2H5CF(CF3)2,,13.0,0.3,1.1139433523068367,IPCC_AR6,Table_7.SM.7_p24,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,pubchem_name,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,HHBBIOLEJRWIGU-UHFFFAOYSA-N,C9H5F15O,414.01008808000006,38,-0.5228787452803376
HFE-7300,(CF3)2CFCFOC2H5CF2CF2CF3,,405.0,5.24,2.6074550232146687,IPCC_AR6,Table_7.SM.7_p24,CCOC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)F,rescue_v2,CCOC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)F,CCOC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)F,YAQRDGQNQGTPLD-UHFFFAOYSA-N,C7H6F10O,296.02589701200003,34,0.7193312869837266
